"MEASURE","Data Item","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",33867,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",33861,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",1494063,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",1523710,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",1546619,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",1557549,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",1557666,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",193,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",187,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",173,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",176,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",182,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",444032,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",445791,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",447308,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",449797,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",451616,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",232880,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",249660,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",263930,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",272883,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",281952,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",186,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",184,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",190,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",185,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",183,,
"ERP_P_2","Estimated Resident Population - Persons - 0-4 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",351951,,
"ERP_P_2","Estimated Resident Population - Persons - 0-4 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",360280,,
"ERP_P_2","Estimated Resident Population - Persons - 0-4 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",369058,,
"ERP_P_2","Estimated Resident Population - Persons - 0-4 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",376464,,
"ERP_P_2","Estimated Resident Population - Persons - 0-4 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",378224,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",145,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",169,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",200,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",203,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",203,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","6","Tasmania","A","Annual","2011","2011",10304,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","6","Tasmania","A","Annual","2012","2012",10511,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","6","Tasmania","A","Annual","2013","2013",10713,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","6","Tasmania","A","Annual","2014","2014",10990,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","6","Tasmania","A","Annual","2015","2015",11322,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",379272,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",378544,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",380735,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",387126,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",394878,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2011","2011",98105,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2012","2012",97240,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2013","2013",98416,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2014","2014",99582,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2015","2015",100650,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2011","2011",28533,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2012","2012",28895,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2013","2013",29141,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2014","2014",29217,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2015","2015",29525,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2011","2011",103876,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2012","2012",105640,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2013","2013",107063,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2014","2014",108912,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2015","2015",110618,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2011","2011",166241,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2012","2012",178784,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2013","2013",192177,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2014","2014",199854,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2015","2015",205979,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",191223,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",205263,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",216797,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",224599,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",231441,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","5","Western Australia","A","Annual","2011","2011",0.9,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","5","Western Australia","A","Annual","2012","2012",1,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","5","Western Australia","A","Annual","2013","2013",1,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","5","Western Australia","A","Annual","2014","2014",1,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","5","Western Australia","A","Annual","2015","2015",1,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",320163,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",331264,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",338463,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",339901,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",337576,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",321770,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",327882,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",332171,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",336722,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",338858,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2011","2011",1140,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2012","2012",1190,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2013","2013",1230,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2014","2014",1243,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2015","2015",1314,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",7,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",6,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",7,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",10,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",11,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",33512,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",33667,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",33306,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",32195,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",31065,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",727671,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",755425,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",781996,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",818709,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",857786,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",558341,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",572906,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",590195,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",611902,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",634218,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",301,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",332,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",375,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",418,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",449,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",14.3,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",14.5,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",14.6,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",14.7,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",14.9,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",23833,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",24334,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",24474,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",24583,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",24528,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","6","Tasmania","A","Annual","2011","2011",7.5,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","6","Tasmania","A","Annual","2012","2012",7.5,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","6","Tasmania","A","Annual","2013","2013",7.5,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","6","Tasmania","A","Annual","2014","2014",7.6,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","6","Tasmania","A","Annual","2015","2015",7.6,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",9230,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",9712,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",10120,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",10690,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",11370,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",13026,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",14272,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",15295,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",15982,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",16720,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",297597,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",297065,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",301605,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",307742,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",314228,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",69879,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",72701,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",75723,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",78809,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",82026,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",1335993,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",1366102,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",1393774,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",1424276,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",1450666,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",168,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",170,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",175,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",178,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",181,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",5537817,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",5632521,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",5733545,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",5838110,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",5937481,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",1658170,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",1696561,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",1724624,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",1743255,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",1758903,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","4","South Australia","A","Annual","2011","2011",1639614,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","4","South Australia","A","Annual","2012","2012",1656035,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","4","South Australia","A","Annual","2013","2013",1670274,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","4","South Australia","A","Annual","2014","2014",1685550,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","4","South Australia","A","Annual","2015","2015",1698660,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",27509,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",27700,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",27844,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",28155,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",28576,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2011","2011",31088,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2012","2012",31081,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2013","2013",31623,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2014","2014",32202,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2015","2015",32291,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2011","2011",51667,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2012","2012",53271,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2013","2013",55433,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2014","2014",58128,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2015","2015",60313,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",317445,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",313767,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",310821,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",308927,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",309956,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2011","2011",30477,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2012","2012",30153,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2013","2013",29730,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2014","2014",29465,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2015","2015",29145,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2011","2011",17575,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2012","2012",17670,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2013","2013",17859,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2014","2014",17921,,
