"MEASURE","Data Item","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","51610","Chapman Valley (S)","A","Annual","2012","2012",202,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","51680","Chittering (S)","A","Annual","2012","2012",736,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","51750","Claremont (T)","A","Annual","2012","2012",1332,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","51820","Cockburn (C)","A","Annual","2012","2012",14859,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","51890","Collie (S)","A","Annual","2012","2012",1240,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","51960","Coolgardie (S)","A","Annual","2012","2012",546,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52030","Coorow (S)","A","Annual","2012","2012",251,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52100","Corrigin (S)","A","Annual","2012","2012",253,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52170","Cottesloe (T)","A","Annual","2012","2012",1247,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52240","Cranbrook (S)","A","Annual","2012","2012",213,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52310","Cuballing (S)","A","Annual","2012","2012",159,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52450","Cunderdin (S)","A","Annual","2012","2012",223,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52520","Dalwallinu (S)","A","Annual","2012","2012",221,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52590","Dandaragan (S)","A","Annual","2012","2012",659,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52660","Dardanup (S)","A","Annual","2012","2012",1470,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52730","Denmark (S)","A","Annual","2012","2012",1079,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52870","Donnybrook-Balingup (S)","A","Annual","2012","2012",1017,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","52940","Dowerin (S)","A","Annual","2012","2012",141,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53010","Dumbleyung (S)","A","Annual","2012","2012",125,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53150","East Fremantle (T)","A","Annual","2012","2012",920,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53290","Esperance (S)","A","Annual","2012","2012",2078,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53430","Fremantle (C)","A","Annual","2012","2012",5837,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53570","Gingin (S)","A","Annual","2012","2012",915,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53710","Goomalling (S)","A","Annual","2012","2012",188,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53780","Gosnells (C)","A","Annual","2012","2012",14543,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53800","Greater Geraldton (C)","A","Annual","2012","2012",5601,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","53990","Harvey (S)","A","Annual","2012","2012",2959,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54060","Irwin (S)","A","Annual","2012","2012",728,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54170","Joondalup (C)","A","Annual","2012","2012",24915,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54200","Kalamunda (S)","A","Annual","2012","2012",7133,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54280","Kalgoorlie/Boulder (C)","A","Annual","2012","2012",3886,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54340","Katanning (S)","A","Annual","2012","2012",799,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54410","Kellerberrin (S)","A","Annual","2012","2012",279,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54550","Kojonup (S)","A","Annual","2012","2012",338,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54620","Kondinin (S)","A","Annual","2012","2012",152,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54690","Koorda (S)","A","Annual","2012","2012",82,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","54830","Kwinana (C)","A","Annual","2012","2012",5361,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55110","Mandurah (C)","A","Annual","2012","2012",16183,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55180","Manjimup (S)","A","Annual","2012","2012",1534,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55320","Melville (C)","A","Annual","2012","2012",14095,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55460","Merredin (S)","A","Annual","2012","2012",492,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55600","Moora (S)","A","Annual","2012","2012",363,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55670","Morawa (S)","A","Annual","2012","2012",143,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55740","Mosman Park (T)","A","Annual","2012","2012",1442,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","55880","Mount Marshall (S)","A","Annual","2012","2012",79,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56090","Mundaring (S)","A","Annual","2012","2012",8372,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56230","Murray (S)","A","Annual","2012","2012",3149,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56300","Nannup (S)","A","Annual","2012","2012",297,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56370","Narembeen (S)","A","Annual","2012","2012",129,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56520","Narrogin (T)","A","Annual","2012","2012",629,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56580","Nedlands (C)","A","Annual","2012","2012",2820,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56730","Northam (S)","A","Annual","2012","2012",2115,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56790","Northampton (S)","A","Annual","2012","2012",751,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","56930","Peppermint Grove (S)","A","Annual","2012","2012",220,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57080","Perth (C)","A","Annual","2012","2012",2126,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57140","Pingelly (S)","A","Annual","2012","2012",244,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57210","Plantagenet (S)","A","Annual","2012","2012",942,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57280","Port Hedland (T)","A","Annual","2012","2012",1667,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57350","Quairading (S)","A","Annual","2012","2012",229,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57490","Rockingham (C)","A","Annual","2012","2012",15844,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57700","Serpentine-Jarrahdale (S)","A","Annual","2012","2012",2240,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57840","South Perth (C)","A","Annual","2012","2012",5378,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57910","Stirling (C)","A","Annual","2012","2012",33223,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","57980","Subiaco (C)","A","Annual","2012","2012",2807,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58050","Swan (C)","A","Annual","2012","2012",18910,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58260","Three Springs (S)","A","Annual","2012","2012",127,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58330","Toodyay (S)","A","Annual","2012","2012",890,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58400","Trayning (S)","A","Annual","2012","2012",92,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58510","Victoria Park (T)","A","Annual","2012","2012",4685,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58540","Victoria Plains (S)","A","Annual","2012","2012",143,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58570","Vincent (C)","A","Annual","2012","2012",3544,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58610","Wagin (S)","A","Annual","2012","2012",443,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58760","Wanneroo (C)","A","Annual","2012","2012",25084,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58820","Waroona (S)","A","Annual","2012","2012",789,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","58890","West Arthur (S)","A","Annual","2012","2012",148,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","59100","Wickepin (S)","A","Annual","2012","2012",133,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","59310","Wongan-Ballidu (S)","A","Annual","2012","2012",215,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","59330","Wyalkatchem (S)","A","Annual","2012","2012",125,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","59360","Yilgarn (S)","A","Annual","2012","2012",238,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","59370","York (S)","A","Annual","2012","2012",732,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","60210","Break O'Day (M)","A","Annual","2012","2012",1447,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","60410","Brighton (M)","A","Annual","2012","2012",3595,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","60610","Burnie (C)","A","Annual","2012","2012",4642,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","60810","Central Coast (M)","A","Annual","2012","2012",5982,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","61010","Central Highlands (M)","A","Annual","2012","2012",463,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","61210","Circular Head (M)","A","Annual","2012","2012",1876,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","61410","Clarence (C)","A","Annual","2012","2012",11309,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","61510","Derwent Valley (M)","A","Annual","2012","2012",2812,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","61610","Devonport (C)","A","Annual","2012","2012",7771,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","61810","Dorset (M)","A","Annual","2012","2012",1805,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","62210","George Town (M)","A","Annual","2012","2012",1513,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","62410","Glamorgan/Spring Bay (M)","A","Annual","2012","2012",1284,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","62610","Glenorchy (C)","A","Annual","2012","2012",12456,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","62810","Hobart (C)","A","Annual","2012","2012",10644,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","63010","Huon Valley (M)","A","Annual","2012","2012",3247,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","63210","Kentish (M)","A","Annual","2012","2012",1488,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","63610","Kingborough (M)","A","Annual","2012","2012",6597,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","63810","Latrobe (M)","A","Annual","2012","2012",2264,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","64010","Launceston (C)","A","Annual","2012","2012",14499,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","64210","Meander Valley (M)","A","Annual","2012","2012",4318,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","64610","Northern Midlands (M)","A","Annual","2012","2012",2880,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","64810","Sorell (M)","A","Annual","2012","2012",3093,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","65010","Southern Midlands (M)","A","Annual","2012","2012",1450,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","65210","Tasman (M)","A","Annual","2012","2012",627,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","65410","Waratah/Wynyard (M)","A","Annual","2012","2012",3965,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","65610","West Coast (M)","A","Annual","2012","2012",1250,,
"DISAB_2","Disability Estimates - Persons with a disability living in private dwellings (no.)","LGA2014","Local Government Areas (2014)","65810","West Tamar (M)","A","Annual","2012","2012",4808,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10050","Albury (C)","A","Annual","2012","2012",18.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10110","Armidale Dumaresq (A)","A","Annual","2012","2012",24.5,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10150","Ashfield (A)","A","Annual","2012","2012",15,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10200","Auburn (C)","A","Annual","2012","2012",11.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10250","Ballina (A)","A","Annual","2012","2012",22.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10300","Balranald (A)","A","Annual","2012","2012",19.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10350","Bankstown (C)","A","Annual","2012","2012",16.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10470","Bathurst Regional (A)","A","Annual","2012","2012",19.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10550","Bega Valley (A)","A","Annual","2012","2012",25,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10600","Bellingen (A)","A","Annual","2012","2012",23.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10650","Berrigan (A)","A","Annual","2012","2012",23.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10750","Blacktown (C)","A","Annual","2012","2012",15.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10800","Bland (A)","A","Annual","2012","2012",19.5,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10850","Blayney (A)","A","Annual","2012","2012",14.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10900","Blue Mountains (C)","A","Annual","2012","2012",18.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","10950","Bogan (A)","A","Annual","2012","2012",19.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11000","Bombala (A)","A","Annual","2012","2012",24,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11050","Boorowa (A)","A","Annual","2012","2012",25.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11100","Botany Bay (C)","A","Annual","2012","2012",13.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11250","Broken Hill (C)","A","Annual","2012","2012",25.3,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11300","Burwood (A)","A","Annual","2012","2012",13.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11350","Byron (A)","A","Annual","2012","2012",19.3,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11400","Cabonne (A)","A","Annual","2012","2012",17.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11450","Camden (A)","A","Annual","2012","2012",15.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11500","Campbelltown (C)","A","Annual","2012","2012",18.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11520","Canada Bay (A)","A","Annual","2012","2012",12.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11550","Canterbury (C)","A","Annual","2012","2012",14.3,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11600","Carrathool (A)","A","Annual","2012","2012",16.6,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11720","Cessnock (C)","A","Annual","2012","2012",20.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11730","Clarence Valley (A)","A","Annual","2012","2012",25.3,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11750","Cobar (A)","A","Annual","2012","2012",17.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11800","Coffs Harbour (C)","A","Annual","2012","2012",23,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","11860","Conargo (A)","A","Annual","2012","2012",19.1,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12000","Coolamon (A)","A","Annual","2012","2012",18.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12050","Cooma-Monaro (A)","A","Annual","2012","2012",20.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12150","Coonamble (A)","A","Annual","2012","2012",22.5,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12200","Cootamundra (A)","A","Annual","2012","2012",24.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12300","Corowa Shire (A)","A","Annual","2012","2012",21.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12350","Cowra (A)","A","Annual","2012","2012",24,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12500","Deniliquin (A)","A","Annual","2012","2012",22.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12600","Dubbo (C)","A","Annual","2012","2012",18.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12700","Dungog (A)","A","Annual","2012","2012",18.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12750","Eurobodalla (A)","A","Annual","2012","2012",25.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12850","Fairfield (C)","A","Annual","2012","2012",15.5,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12900","Forbes (A)","A","Annual","2012","2012",21.7,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","12950","Gilgandra (A)","A","Annual","2012","2012",22.6,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13010","Glen Innes Severn (A)","A","Annual","2012","2012",25,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13050","Gloucester (A)","A","Annual","2012","2012",27.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13100","Gosford (C)","A","Annual","2012","2012",19.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13310","Goulburn Mulwaree (A)","A","Annual","2012","2012",22,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13320","Great Lakes (A)","A","Annual","2012","2012",29.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13340","Greater Hume Shire (A)","A","Annual","2012","2012",19,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13380","Greater Taree (C)","A","Annual","2012","2012",23.1,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13450","Griffith (C)","A","Annual","2012","2012",18.5,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13500","Gundagai (A)","A","Annual","2012","2012",19.5,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13550","Gunnedah (A)","A","Annual","2012","2012",21.4,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13650","Guyra (A)","A","Annual","2012","2012",21.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13660","Gwydir (A)","A","Annual","2012","2012",21.6,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13700","Harden (A)","A","Annual","2012","2012",25.1,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13800","Hawkesbury (C)","A","Annual","2012","2012",18.9,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13850","Hay (A)","A","Annual","2012","2012",22.8,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","13950","Holroyd (C)","A","Annual","2012","2012",14.2,,
"DISAB_3","Disability Estimates - Persons with a disability living in private dwellings (%)","LGA2014","Local Government Areas (2014)","14000","Hornsby (A)","A","Annual","2012","2012",12,,
